id,chunk_text,ticket_subject,ticket_type,ticket_priority,ticket_channel,ticket_status,product_purchased,date_ts,customer_satisfaction_rating,age_band,issue_family,issue_severity,needs_immediate_attention
3072,"General billing query. I have a minor question about how the annual billing works for Amazon Echo. I am happy with my current plan, just curious about how it would work if I switched",General billing query,Billing inquiry,Low,Web,Pending Customer Response,Apple MacBook Pro,1708387200,4,18-24,billing,low,false
6106,Background research. I am just doing some background research on different products in this category. How does HP LaserJet Printer compare to Enterprise Suite in general terms?,Background research,Product inquiry,Low,Email,Pending Customer Response,HP LaserJet Printer,1712707200,3,55-64,product,low,false
4473,Future cancel inquiry. I am thinking about cancelling my Google Pixel 8 subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Social media,Closed,Google Pixel 8,1712707200,5,25-34,cancellation,low,false
6603,Months of wrong charges. I have been incorrectly charged for Sony WH-1000XM5 for 6 months without realizing it. The total is $499.99. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Chat,Open,LG Smart TV,1730419200,5,65+,refund,urgent,true
3405,Urgent account closure. I need my Adobe Creative Cloud account closed today. There has been suspicious activity and I do not feel safe keeping the account open. Please act on this urgently,Urgent account closure,Cancellation request,Critical,Phone,Pending Customer Response,Amazon Echo,1705276800,4,45-54,cancellation,urgent,true
2496,Proration confusion. I upgraded my plan last month and got a prorated charge of $59.99 that I do not fully understand. Can someone explain how this was calculated?,Proration confusion,Billing inquiry,Medium,Chat,Pending Customer Response,Microsoft Office 365,1709596800,2,35-44,billing,normal,false
6518,Dangerous defective product. My HP LaserJet Printer overheated and caused damage to my desk. I need an immediate full refund of $29.99 and I will also be filing a safety complaint,Dangerous defective product,Refund request,Critical,Phone,Closed,HP LaserJet Printer,1709596800,4,35-44,refund,urgent,true
2573,Discount missing. I used a promo code when I signed up for Nintendo Switch but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Phone,Pending Customer Response,GoPro Hero,1730419200,2,45-54,billing,normal,false
4605,Addon removal. I would like to remove one of the add-on features from my Fitbit Charge 6 plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Chat,Open,GoPro Hero,1730419200,2,55-64,cancellation,low,false
1408,Documentation unclear. The help documentation for LG Smart TV advanced settings is a bit confusing. I figured it out eventually but thought you should know. No urgency,Documentation unclear,Technical issue,Low,Chat,Closed,Apple MacBook Pro,1709596800,3,25-34,technical,low,false
6828,Duplicate charge. I was charged twice for my Fitbit Charge 6 purchase. Both charges of $59.99 are on my credit card statement and I need the duplicate refunded as soon as possible,Duplicate charge,Refund request,High,Social media,Pending Customer Response,HP LaserJet Printer,1712707200,2,55-64,refund,urgent,false
1651,Account suspended. My LG Smart TV account was suspended for non-payment but I have proof that I paid. I cannot access any of my data and have a business deadline tomorrow,Account suspended,Billing inquiry,Critical,Social media,Pending Customer Response,Microsoft Office 365,1705276800,2,35-44,billing,urgent,true
2200,Payment not applied. I made a payment of $59.99 two weeks ago but my account still shows as overdue. The payment cleared my bank. Please apply it to my account,Payment not applied,Billing inquiry,High,Email,Closed,Amazon Echo,1712707200,5,35-44,billing,urgent,false
4895,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if GoPro Hero works with macOS Ventura before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Social media,Pending Customer Response,Amazon Echo,1705276800,2,65+,product,urgent,true
4741,Emergency procurement. Our current system completely failed this morning and we urgently need to know if GoPro Hero can replace it for 25 users by tomorrow. Please respond today,Emergency procurement,Product inquiry,Critical,Email,Open,HP LaserJet Printer,1708387200,,55-64,product,urgent,true
4989,Same day decision. I need to make a purchasing decision on Samsung Galaxy S23 today as our budget expires at end of business. Can someone call me back within the hour?,Same day decision,Product inquiry,Critical,Social media,Open,Adobe Creative Cloud,1712707200,,65+,product,urgent,true
1759,Fraudulent charges. I see several charges on my account totaling $749.99 that I did not make. My card details may have been stolen. I need all transactions frozen now,Fraudulent charges,Billing inquiry,Critical,Email,Pending Customer Response,Sony WH-1000XM5,1730419200,4,45-54,billing,urgent,true
1303,Minor preference. The default font size in Autodesk AutoCAD seems a bit small to me. I know I can change it in settings but wanted to mention it as feedback. Not urgent,Minor preference,Technical issue,Low,Chat,Pending Customer Response,Fitbit Charge 6,1708387200,4,35-44,technical,low,false
2628,Tax question. I have a question about the tax on my iPhone 15 invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Social media,Closed,Dell XPS Laptop,1730419200,3,25-34,billing,normal,false
6053,"General recommendation. I am casually looking for something good for video editing. Would Apple MacBook Pro be a good fit? No urgency, just exploring options at this stage",General recommendation,Product inquiry,Low,Chat,Pending Customer Response,iPhone 15,1709596800,2,25-34,product,low,false
1719,Fraudulent charges. I see several charges on my account totaling $999.00 that I did not make. My card details may have been stolen. I need all transactions frozen now,Fraudulent charges,Billing inquiry,Critical,Social media,Pending Customer Response,Apple MacBook Pro,1730419200,2,35-44,billing,urgent,true
5304,Bulk purchase. I am looking to purchase Sony WH-1000XM5 for 50 users and need a formal quote. We have a procurement deadline at the end of the week,Bulk purchase,Product inquiry,High,Social media,Pending Customer Response,Amazon Echo,1712707200,3,45-54,product,urgent,false
1316,Minor preference. The default font size in Sony WH-1000XM5 seems a bit small to me. I know I can change it in settings but wanted to mention it as feedback. Not urgent,Minor preference,Technical issue,Low,Social media,Closed,Adobe Creative Cloud,1709596800,3,35-44,technical,low,false
6742,Not as described. The Adobe Creative Cloud I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $149.99,Not as described,Refund request,High,Phone,Closed,Apple MacBook Pro,1708387200,4,35-44,refund,urgent,false
6729,Not as described. The LG Smart TV I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $59.99,Not as described,Refund request,High,Social media,Closed,Nintendo Switch,1708387200,5,55-64,refund,urgent,false
350,Critical error. Getting a critical error E101 on Dell XPS Laptop every time I try to open it. Cannot get past the login screen. My entire team is blocked,Critical error,Technical issue,Critical,Email,Closed,Apple MacBook Pro,1712707200,1,35-44,technical,urgent,true
2274,Unexpected charge. I received an unexpected charge of $49.99 for GoPro Hero that I was not notified about. I did not agree to any price increase. Need clarification urgently,Unexpected charge,Billing inquiry,High,Chat,Closed,Adobe Creative Cloud,1730419200,1,35-44,billing,urgent,false
5825,Bundle deals. I am interested in purchasing Amazon Echo along with some accessories. Are there any bundle deals available that would be more economical?,Bundle deals,Product inquiry,Medium,Chat,Open,Dell XPS Laptop,1712707200,,55-64,product,normal,false
4126,Plan downgrade. I want to cancel my premium Microsoft Office 365 plan and switch to the basic free version. I do not use enough of the features to justify the monthly cost,Plan downgrade,Cancellation request,Medium,Email,Open,Google Pixel 8,1705276800,2,25-34,cancellation,normal,false
316,Service down. The GoPro Hero service is down for our whole office. We cannot process any orders or access customer data. This is costing us money right now,Service down,Technical issue,Critical,Social media,Open,HP LaserJet Printer,1708387200,3,25-34,technical,urgent,true
94,Data loss. We have lost critical data on Google Pixel 8. Files from the past 3 days are completely gone. We have a client presentation tomorrow and this is a disaster,Data loss,Technical issue,Critical,Chat,Open,LG Smart TV,1708387200,5,55-64,technical,urgent,true
6233,"Feature curiosity. I was just wondering whether Amazon Echo supports 4K recording. Not planning to buy anything right now, just curious about the capability",Feature curiosity,Product inquiry,Low,Web,Pending Customer Response,Google Pixel 8,1730419200,,35-44,product,low,false
2586,Tax question. I have a question about the tax on my Nintendo Switch invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Phone,Open,Microsoft Office 365,1709596800,3,25-34,billing,normal,false
